-0.297496	-0.407937	-0.202897
-0.295592	-0.403128	-0.1778
-0.294518	-0.401647	-0.190342
-0.308085	-0.394656	-0.172582
-0.294875	-0.406228	-0.162522
-0.303775	-0.395652	-0.145473
-0.302571	-0.403105	-0.134438
-0.299402	-0.396177	-0.12809
-0.295324	-0.404761	-0.117154
-0.293808	-0.394481	-0.103991
-0.298452	-0.395683	-0.104339
-0.294013	-0.398551	-0.0858905
-0.297528	-0.40468	-0.0873526
-0.297504	-0.40363	-0.0681601
-0.298476	-0.40509	-0.0617044
-0.308021	-0.401731	-0.0552028
-0.306973	-0.399659	-0.0338449
-0.300849	-0.398477	-0.0272417
-0.304411	-0.399218	-0.0278982
-0.298833	-0.404762	-0.00699635
-0.29908	-0.402389	0.00125341
-0.304676	-0.399929	0.00153631
-0.294286	-0.400666	0.0144741
-0.305645	-0.404612	0.0377975
-0.297374	-0.399225	0.0423309
-0.298923	-0.402511	0.0519706
-0.297835	-0.401139	0.0520351
-0.288885	-0.402073	0.0720072
-0.297737	-0.396692	0.0735993
-0.302161	-0.400577	0.097882
-0.305402	-0.401736	0.0951354
-0.298469	-0.402138	0.096475
-0.30263	-0.394096	0.117735
-0.299395	-0.394537	0.136116
-0.292962	-0.393456	0.142959
-0.300812	-0.391983	0.144913
-0.299284	-0.401419	0.156279
-0.297656	-0.397321	0.167357
-0.29757	-0.395461	0.178912
-0.285866	-0.400786	0.187184
-0.306979	-0.402006	-0.193304
-0.300725	-0.378263	-0.186201
-0.302195	-0.383399	-0.177454
-0.295439	-0.389723	-0.162949
-0.29631	-0.391688	-0.155854
-0.301343	-0.386133	-0.15459
-0.30128	-0.400115	-0.144278
-0.295067	-0.393947	-0.131042
-0.306579	-0.384112	-0.120947
-0.300501	-0.382848	-0.120337
-0.299546	-0.390374	-0.0989079
-0.298109	-0.390582	-0.100291
-0.289233	-0.389553	-0.0768021
-0.298969	-0.385419	-0.0634765
-0.294615	-0.392951	-0.0622373
-0.298809	-0.39049	-0.0578672
-0.299767	-0.402566	-0.0444276
-0.30109	-0.395122	-0.0304811
-0.301408	-0.388465	-0.0231855
-0.303364	-0.386229	-0.0153743
-0.29842	-0.39566	0.00148657
-0.298126	-0.392338	0.006763
-0.287434	-0.393851	0.0227404
-0.3019	-0.388164	0.0255382
-0.301383	-0.38738	0.0384508
-0.300377	-0.379931	0.0520803
-0.294273	-0.389671	0.0716739
-0.302947	-0.388492	0.0787589
-0.29441	-0.386022	0.0786789
-0.301358	-0.395928	0.0926355
-0.301513	-0.384262	0.0952493
-0.301166	-0.396839	0.108938
-0.300981	-0.398499	0.125037
-0.299649	-0.380447	0.127096
-0.295907	-0.388312	0.13956
-0.300294	-0.394849	0.160104
-0.30049	-0.388894	0.16186
-0.302785	-0.391221	0.163673
-0.301883	-0.385583	0.18458
-0.294937	-0.388462	0.196878
-0.30208	-0.387665	-0.209436
-0.299827	-0.379983	-0.195198
-0.299085	-0.384942	-0.179361
-0.293069	-0.377903	-0.169213
-0.296051	-0.380218	-0.163813
-0.299979	-0.384181	-0.152631
-0.297284	-0.379681	-0.131842
-0.306873	-0.38897	-0.13303
-0.307	-0.386154	-0.118224
-0.302919	-0.384478	-0.0978658
-0.291743	-0.378906	-0.0843028
-0.301563	-0.376113	-0.100839
-0.308194	-0.372355	-0.0851726
-0.306239	-0.391107	-0.0702174
-0.310118	-0.385761	-0.0633648
-0.296474	-0.376523	-0.0511796
-0.30652	-0.382783	-0.0345512
-0.304191	-0.382712	-0.0323379
-0.304837	-0.38565	-0.0186511
-0.293385	-0.381643	-0.015151
-0.295551	-0.384518	-0.000616184
-0.301825	-0.377657	0.00626775
-0.305615	-0.379233	0.0149985
